text,label
provision shop retail sale of food retail sale in non specialized like bread sugar milk and other food product,4711
welding workshop manufacturing and repairing door windowsetc manufacturing and repairing door windowsetc,2511
retail sale of food item and non food product retail sale of food item and non food product,4711
retail selling of sour milk salling of milk and coo chakery,1050
manufacturing of metal material welding metal such a door window,2511
education primary education,8510
sale of good and other food product in store retail sale in nonspecialised store with food and other non food product,4711
retail sale of good and other food product in store retail sale in nonspecialised store with food and other non food product,4711
retail sale of good like rice oil onion tinned milk green tea ataya candiesetc good like rice oil onion tinned milk green tea ataya candiesetc,4711
repairing of motor vehicle tyre motor cycle donkey cart tyre repairing of motor vehicle and motor cycle tyre donkey cart tyre,4520
provision shop retail sale of food retail sale in non specialized like bread sugar milk and other food product,4722
retail sale of spare part of motor vehicle sale of engine oil car tyirs,4730
retail sale of beverage selling of beverage,4781
wholesale of groundnut and coo wholesale groundnut and coo,4620
manufacture of gold and silver ornament making of jewellery,2592
restaurant restaurant and mobile food service activity,5610
manufacture of grain mill product manufacturing of cooscornmaize groundnut,1061
video club video showcasing and football game,5914
manufacturing of grain milling and flour production manufacturing of grain milling,0119
maintenence and repair of motor vehicle maintenance and repair of motor vehicle,4520
retail sale of non specialised store with food non specialised store with food,4711
retail sale of food and beverage juice biscuit lollipop bread and butter mayonnaise sugar sardine vinegar jumbo,4711
retail sale of good and other food product cigarette cooking oil ricewater beverage,4711
wholesale of metal and non metal scrap wholesale general metal and non metal scrap,4669
retail sale in a textile shop sewing material eg sewing treat poplin,4751
beauty treatment and retail sale of cosmetic sale of cosmetic and hair dressing,9602
maintenance and repair of motor cycle maintenance and repair of motor cycle,4540
retail sale mobile and accessory mobile phone and accessory,4741
nursery and primary school teaching and learning,8510
fast food service fast food service,5610
sale of good and other food product sale of bread water can drink and other food product,4711
retail sale of cd cd,4762
retail sale of new household good retail sale of household good bed chair microwave furniture,4773
retail sell consumable and non consumable good retail sell of consumable good and consumable good bread beverage tin detergent tobacco,4711
retail sale of second hand good dress and trouser,4774
retail sale of good and food product retail sak of milkbeveragesbiscuitssweets,4711
retail sale of spare part oil servicing part,4530
shipping agency shipping agency,5320
hair cut service lock treatment hair cut trimming,9602
retail sale in non specialised shop sale of suger sweet beverage water tin bread etc,4711
manufacture of metal doorswindows and their frame manufacture of metal dooswindows and their frame,2511
guess house provision of temporal accommodation,5510
retail sale of building material retail sale of paintshardware,4752
mechanic garage maintenance and repair of motor vehicle,4520
retail sale of cosmetic good cosmetic good bodyoil bodyspray housespray etc,4772
sale of kitchen utensil and fridge sale fridgeskettlesmicrowaves and other kichen utencils,4759
fashion shop retail sale of article and clothing retail sale of clothingpurses and leather article,4771
retail sale of secondhand good secondhand good matress sofa and fridge,4774
tailor workshop manufacture of wearing apparel,1410
rental of building material rental of acrojacks and scarfolds,7730
sale of second hand clothes retail sale of article of clothing,4771
retail sale of second hand good fridge micro wave cooker,4774
manufacture of funiture sofa bed set,3100
shewing cloth and textile fabric men wear,1410
welding workshop manufacture of structural metal window door etc,2511
sewing of clothes and fabric dress and haftans garment,1410
retail sale of motor vehicle part break part fan belt,4530
retail sale of second hand good retail sale of matressesbedgas cookerschairs,4774
tailoring shop manufacture of wearing apparel,1410
sewing of clothes and textile manufacturing of wearing apparel,1410
retail sale of second hand food pasta coffee tea cappuccino tomato ketchup,4774
